id,x1,x2,y
1664,244,386,973
1665,158,779,50
1666,893,415,266
1667,894,201,336
1668,123,780,422
1669,491,764,9
1670,321,639,332
1671,713,807,484
1672,917,508,652
1673,30,913,821
1674,579,933,754
1675,827,393,31
1676,783,666,772
1677,313,890,9
1678,413,219,957
1679,656,433,304
1680,820,673,652
1681,847,619,632
1682,812,949,664
1683,107,581,712
1684,869,938,640
1685,749,927,456
1686,388,883,678
1687,63,830,252
1688,7,800,540
1689,892,859,162
1690,117,490,330
1691,426,825,243
1692,872,936,126
1693,278,922,921
1694,695,462,473
1695,809,206,375
1696,361,813,724
1697,222,453,965
1698,325,447,492
1699,252,845,838
1700,223,937,680
1701,716,547,50
1702,544,696,727
1703,757,822,147
1704,500,884,325
1705,181,680,264
1706,717,336,162
1707,468,856,515
1708,35,652,44
1709,973,471,781
1710,513,914,633
1711,121,902,108
1712,748,537,93
1713,678,938,3
1714,613,834,249
1715,639,718,248
1716,351,247,276
1717,910,774,664
1718,436,924,733
1719,763,532,292
1720,714,618,796
1721,136,587,617
1722,579,685,442
1723,414,920,506
1724,799,864,176
1725,843,320,247
1726,854,889,256
1727,683,239,838
1728,745,547,957
1729,685,326,562
1730,801,903,820
1731,820,237,629
1732,320,801,687
1733,906,766,869
1734,723,269,122
1735,904,968,328
1736,95,930,387
1737,291,851,558
1738,801,669,882
1739,632,293,540
1740,728,623,828
1741,502,403,756
1742,900,360,645
1743,516,806,316
1744,748,456,609
1745,31,839,878
1746,351,667,816
1747,447,332,597
1748,644,492,294
1749,230,625,935
1750,540,452,918
1751,941,535,924
1752,216,267,744
1753,605,664,482
1754,909,841,554
1755,542,897,784
1756,795,963,712
1757,150,357,930
1758,891,762,876
1759,582,786,319
1760,693,563,536
1761,95,731,176
1762,426,930,962
1763,398,209,29
1764,1,955,715
1765,420,231,116
1766,848,821,189
1767,835,398,380
1768,708,954,615
1769,542,296,694
1770,926,974,823
1771,662,320,391
1772,409,402,547
1773,279,634,855
1774,266,604,519
1775,351,520,576
1776,708,853,794
1777,201,775,389
1778,343,350,809
1779,430,865,785
1780,31,777,855
1781,228,610,21
1782,918,364,521
1783,112,518,886
1784,531,744,509
1785,564,914,597
1786,387,568,46
1787,284,570,709
1788,62,658,51
1789,56,500,177
1790,797,837,448
1791,731,660,916
1792,858,471,636
1793,258,361,20
1794,972,779,1000
1795,847,409,506
1796,97,867,491
1797,177,667,280
1798,740,843,232
1799,857,289,241
1800,343,853,793
1801,325,607,787
1802,29,973,495
1803,716,265,584
1804,100,321,134
1805,781,919,83
1806,826,745,105
1807,95,214,12
1808,759,976,366
1809,238,578,621
1810,180,208,920
1811,401,850,473
1812,110,761,281
1813,83,384,8
1814,708,452,819
1815,409,343,805
1816,344,623,510
1817,75,606,79
1818,153,993,510
1819,346,907,776
1820,104,446,262
1821,670,915,142
1822,642,667,684
1823,375,794,81
1824,223,237,129
1825,639,941,860
1826,178,521,778
1827,265,747,533
1828,33,452,669
1829,576,408,19
1830,938,812,230
1831,462,485,718
1832,297,296,853
1833,842,414,91
1834,664,377,49
1835,667,822,511
1836,654,933,934
1837,189,294,82
1838,953,200,513
1839,654,212,948
1840,252,226,54
1841,536,408,354
1842,734,779,383
1843,608,549,500
1844,721,300,569
1845,431,953,513
1846,684,448,690
1847,573,423,896
1848,354,883,523
1849,76,659,947
1850,333,733,940
1851,202,719,244
1852,371,583,938
1853,370,555,909
1854,97,815,266
1855,683,858,27
1856,975,331,257
1857,163,702,979
1858,172,303,639
1859,819,970,73
1860,401,721,732
1861,418,640,400
1862,906,333,790
1863,300,363,512
1864,242,824,852
1865,207,557,749
1866,763,837,803
1867,727,903,173
1868,668,998,218
1869,445,486,446
1870,296,346,474
1871,719,313,184
1872,27,685,489
1873,773,203,15
1874,202,871,235
1875,722,807,404
1876,651,349,267
1877,856,395,758
1878,395,863,243
1879,930,593,240
1880,916,905,485
1881,393,237,654
1882,17,783,524
1883,436,970,844
1884,89,689,5
1885,393,339,847
1886,789,524,280
1887,622,688,397
1888,518,939,249
1889,917,978,623
1890,426,349,426
1891,152,286,304
1892,406,357,79
1893,960,474,51
1894,823,902,646
1895,746,394,661
1896,177,256,5
1897,307,926,305
1898,339,382,51
1899,786,316,620
1900,496,587,49
1901,528,798,330
1902,577,785,829
1903,270,412,206
1904,192,651,37
1905,147,880,591
1906,881,334,953
1907,859,412,888
1908,754,783,887
1909,21,946,9
1910,71,826,749
1911,53,951,280
1912,325,695,425
1913,343,308,1
1914,801,385,126
1915,344,413,451
1916,940,513,792
1917,586,497,543
1918,821,825,811
1919,606,267,605
1920,577,420,468
1921,133,994,854
1922,631,338,861
1923,537,416,514
1924,534,929,927
1925,830,214,512
1926,967,300,349
1927,29,486,497
1928,216,282,621
1929,351,443,190
1930,960,714,603
1931,403,420,367
1932,871,608,869
1933,494,259,375
1934,756,944,488
1935,732,468,798
1936,758,257,895
1937,132,253,172
1938,514,664,27
1939,565,618,715
1940,606,848,715
1941,879,771,851
1942,792,821,753
1943,30,506,338
1944,421,211,696
1945,330,477,93
1946,515,348,279
1947,933,275,242
1948,170,378,76
1949,566,991,780
1950,470,264,64
1951,61,988,584
1952,142,991,347
1953,856,224,223
1954,940,804,899
1955,357,965,905
1956,306,579,547
1957,756,603,771
1958,556,765,32
1959,224,363,795
1960,644,349,299
1961,345,335,743
1962,961,734,375
1963,972,961,916
1964,72,205,338
1965,872,571,145
1966,549,223,132
1967,333,735,416
1968,249,714,562
1969,970,207,329
1970,259,817,78
1971,224,241,944
1972,553,535,507
1973,352,276,636
1974,639,764,849
1975,406,345,278
1976,934,865,604
1977,87,377,740
1978,890,289,201
1979,284,881,355
1980,296,602,850
1981,201,650,447
1982,753,958,701
1983,3,526,349
1984,293,346,292
1985,394,870,404
1986,809,812,460
1987,419,303,744
1988,400,526,746
1989,675,470,684
1990,142,673,528
1991,349,611,29
1992,851,988,59
1993,613,758,544
1994,654,282,441
1995,70,465,545
1996,405,401,230
1997,297,327,140
1998,87,461,155
1999,893,649,259
2000,957,595,135
2001,746,597,270
2002,130,231,855
2003,195,517,718
2004,568,541,401
2005,196,747,868
2006,441,920,983
2007,647,218,498
2008,174,802,571
2009,109,729,426
2010,263,305,98
2011,120,629,420
2012,939,891,659
2013,755,233,62
2014,407,957,497
2015,158,244,155
2016,456,627,119
2017,130,390,194
2018,524,460,219
2019,373,740,931
2020,73,808,342
2021,371,343,960
2022,807,541,542
2023,671,652,352
2024,568,231,55
2025,881,309,669
2026,397,636,523
2027,619,827,740
2028,133,980,705
2029,33,425,653
2030,727,469,936
2031,796,258,934
2032,469,580,652
2033,10,870,344
2034,18,588,793
2035,158,296,50
2036,395,415,414
2037,294,832,401
2038,364,634,342
2039,721,304,890
2040,952,305,513
2041,708,383,118
2042,426,732,59
2043,676,332,553
2044,310,539,301
2045,164,275,821
2046,90,341,62
2047,888,637,997
2048,278,551,905
2049,94,809,882
2050,367,705,534
2051,477,252,968
2052,206,375,37
2053,207,476,382
2054,451,454,987
2055,275,830,865
2056,322,927,998
2057,987,873,314
2058,121,400,587
2059,478,299,595
2060,835,398,911
2061,361,246,442
2062,467,528,315
2063,948,874,61
2064,595,639,385
2065,53,400,65
2066,600,812,31
2067,442,867,814
2068,431,505,317
2069,324,915,55
2070,275,947,453
2071,62,472,805
2072,500,721,411
2073,860,572,845
2074,423,422,801
2075,681,388,570
2076,622,333,445
2077,796,268,346
2078,159,610,381
2079,166,454,335
2080,549,661,405
2081,1,764,629
2082,370,389,491
2083,537,568,211
2084,334,440,360
2085,393,947,501
2086,612,900,670
2087,488,690,796
2088,499,444,951
2089,858,960,964
2090,878,831,227
2091,504,217,859
2092,381,738,562
2093,589,497,944
2094,893,878,258
2095,824,295,234
2096,154,937,762
2097,231,766,746
2098,652,558,518
2099,118,463,161
2100,125,422,598
2101,904,263,618
2102,751,637,209
2103,761,452,133
2104,465,736,760
2105,153,923,976
2106,370,884,860
2107,248,368,265
2108,894,918,301
2109,906,882,584
2110,450,634,230
2111,479,984,345
2112,892,399,505
2113,261,769,610
2114,919,236,188
2115,676,608,608
2116,522,795,712
2117,563,485,345
2118,578,622,694
2119,953,229,943
2120,813,847,60
2121,79,718,817
2122,222,984,319
2123,97,666,223
2124,757,394,183
2125,273,481,110
2126,113,607,911
2127,545,700,773
2128,367,631,847
2129,911,309,404
2130,853,817,104
2131,248,630,802
2132,697,775,489
2133,324,549,791
2134,643,673,368
2135,808,583,741
2136,542,819,634
2137,407,992,670
2138,510,348,380
2139,801,277,331
2140,289,591,277
2141,665,724,60
2142,394,386,408
2143,530,316,600
2144,984,878,693
2145,978,706,710
2146,638,289,929
2147,341,425,990
2148,270,480,534
2149,259,350,776
2150,935,576,273
2151,103,496,193
2152,451,411,365
2153,961,878,416
2154,499,329,566
2155,830,830,663
2156,541,500,129
2157,285,210,27
2158,875,882,290
2159,273,956,931
2160,447,985,234
2161,460,449,81
2162,153,931,414
2163,555,469,658
2164,9,519,578
2165,426,330,572
2166,137,440,233
2167,223,656,602
2168,516,337,907
2169,182,328,599
2170,757,740,907
2171,736,774,324
2172,920,733,922
2173,75,457,97
2174,407,641,59
2175,785,467,307
2176,173,568,512
2177,247,936,984
2178,306,514,282
2179,830,255,70
2180,147,358,700
2181,814,528,358
2182,706,842,548
2183,193,573,299
2184,673,231,673
2185,381,816,853
2186,89,586,372
2187,729,763,320
2188,743,964,508
2189,342,418,439
2190,568,727,630
2191,349,498,527
2192,771,246,564
2193,919,911,471
2194,593,229,257
2195,432,305,291
2196,14,527,505
2197,342,916,417
2198,403,690,413
2199,359,738,714
2200,348,202,372
2201,831,206,33
2202,902,845,813
2203,759,777,218
2204,405,358,568
2205,628,670,581
2206,312,825,110
2207,790,356,939
2208,281,416,29
2209,758,855,535
2210,24,454,444
2211,266,709,907
2212,800,691,921
2213,339,286,337
2214,661,322,588
2215,602,407,8
2216,993,540,2
2217,648,734,980
2218,359,811,190
2219,273,326,682
2220,28,737,39
2221,377,391,369
2222,501,226,447
2223,391,514,884
2224,703,942,461
2225,402,592,946
2226,806,998,507
2227,944,936,147
2228,350,767,67
2229,893,538,598
2230,803,600,620
2231,233,716,384
2232,396,345,470
2233,439,214,569
2234,118,466,40
2235,4,269,710
2236,845,571,710
2237,231,744,910
2238,207,528,645
2239,672,753,621
2240,855,990,590
2241,18,763,329
2242,639,992,611
2243,434,261,594
2244,391,881,198
2245,272,401,847
2246,64,934,107
2247,35,689,585
2248,419,243,194
2249,74,517,839
2250,319,338,254
2251,197,640,211
2252,347,483,513
2253,387,536,921
2254,996,638,4
2255,5,215,921
2256,674,693,569
2257,569,959,549
2258,571,586,546
2259,687,244,476
2260,895,285,660
2261,276,284,729
2262,506,711,903
2263,693,207,33
2264,500,832,834
2265,295,284,356
2266,39,915,60
2267,140,496,26
2268,75,264,107
2269,682,882,737
2270,160,669,807
2271,915,595,301
2272,339,760,300
2273,649,677,74
2274,651,652,351
2275,172,726,308
2276,876,450,525
2277,91,412,582
2278,822,225,496
2279,4,943,642
2280,84,784,534
2281,890,394,371
2282,418,346,153
2283,626,890,649
2284,864,403,763
2285,831,970,531
2286,844,445,242
2287,788,415,572
2288,817,744,444
2289,776,753,128
2290,772,502,963
2291,357,901,504
2292,7,690,302
2293,846,719,762
2294,47,234,570
2295,665,217,663
2296,628,933,998
2297,843,729,976
2298,235,966,242
2299,766,520,752
2300,671,736,968
2301,551,703,665
2302,662,520,964
2303,374,610,56
2304,966,646,231
2305,687,270,696
2306,47,422,239
2307,695,492,886
2308,670,211,751
2309,2,360,645
2310,605,981,793
2311,93,557,876
2312,9,957,821
2313,781,536,755
2314,280,281,877
2315,357,529,479
2316,143,682,236
2317,90,672,736
2318,381,814,659
2319,66,440,264
2320,568,469,278
2321,71,603,521
2322,64,794,908
2323,200,854,686
2324,420,968,492
2325,800,408,133
2326,990,600,520
2327,990,486,986
2328,186,307,703
2329,739,251,31
2330,141,779,441
2331,934,359,953
2332,759,586,188
2333,792,401,373
2334,869,792,709
2335,823,567,902
2336,269,487,603
2337,765,902,400
2338,746,789,773
2339,779,211,174
2340,302,417,973
2341,731,836,666
2342,871,946,1000
2343,78,413,665
2344,966,260,880
2345,844,397,593
2346,221,789,312
2347,848,291,539
2348,554,746,428
2349,968,950,455
2350,948,288,873
2351,313,367,880
2352,432,985,792
2353,125,935,103
2354,878,865,507
2355,482,295,989
2356,198,335,306
2357,204,803,716
2358,707,529,878
2359,651,836,808
2360,866,689,726
2361,938,373,660
2362,19,801,30
2363,751,314,441
2364,135,741,825
2365,321,245,891
2366,693,492,113
2367,221,255,17
2368,565,889,433
2369,413,605,788
2370,829,936,883
2371,737,413,730
2372,122,821,313
2373,452,814,697
2374,697,881,301
2375,90,785,187
2376,465,268,444
2377,53,895,116
2378,414,232,814
2379,218,611,197
2380,25,851,47
2381,780,950,401
2382,684,824,774
2383,97,914,140
2384,445,803,154
2385,672,521,48
2386,319,618,484
2387,593,475,190
2388,11,939,343
2389,170,855,184
2390,270,358,13
2391,419,903,647
2392,829,740,968
2393,433,330,18
2394,235,952,215
2395,409,648,650
2396,42,960,171
2397,830,261,913
2398,451,744,266
2399,894,782,671
2400,132,619,935
2401,240,262,315
2402,126,342,525
2403,172,530,642
2404,618,678,693
2405,948,271,241
2406,958,564,586
2407,147,402,181
2408,506,743,279
2409,511,782,34
2410,310,863,833
2411,135,978,767
2412,725,227,552
2413,307,604,970
2414,944,524,45
2415,717,722,820
2416,231,619,561
2417,230,612,705
2418,733,280,133
2419,755,676,945
2420,815,548,403
2421,193,540,691
2422,411,520,122
2423,688,824,728
2424,600,703,231
2425,781,944,125
2426,295,857,58
2427,419,462,285
2428,455,427,958
2429,898,397,482
2430,279,981,802
2431,679,444,375
2432,433,517,424
2433,424,857,36
2434,598,541,761
2435,707,223,351
2436,79,342,921
2437,324,729,515
2438,692,233,984
2439,683,946,798
2440,176,842,700
2441,391,315,76
2442,697,918,529
2443,657,986,342
2444,513,883,384
2445,730,228,416
2446,475,984,364
2447,219,987,442
2448,703,280,683
2449,98,927,533
2450,560,662,287
2451,425,508,644
2452,191,660,397
2453,553,977,668
2454,896,856,336
2455,265,349,733
2456,611,270,666
2457,260,556,146
2458,482,844,29
2459,579,923,130
2460,973,311,581
2461,388,826,867
2462,593,869,44
2463,752,345,860
2464,842,209,231
2465,156,760,615
2466,53,926,682
2467,183,637,882
2468,573,750,613
2469,323,853,154
2470,440,445,737
2471,295,588,261
2472,817,880,434
2473,883,506,177
2474,993,750,176
2475,848,698,355
2476,175,373,570
2477,231,614,51
2478,231,797,125
2479,230,610,123
2480,392,770,285
2481,518,207,33
2482,225,524,589
2483,122,360,886
2484,250,392,48
2485,859,552,532
2486,389,226,476
2487,82,636,372
2488,35,529,572
2489,191,898,941
2490,115,792,196
2491,512,852,95
2492,353,495,136
2493,892,327,518
2494,7,370,358
2495,153,460,854
2496,120,329,154
2497,345,381,243
2498,102,415,728
2499,411,953,696
2500,252,752,533
2501,668,374,538
2502,761,451,524
2503,804,979,337
2504,260,408,332
2505,869,528,816
2506,755,339,894
2507,193,662,1
2508,838,564,120
2509,302,563,827
2510,623,673,306
2511,816,390,765
2512,854,824,850
2513,55,959,95
2514,455,339,275
2515,35,450,331
2516,779,666,886
2517,335,944,951
2518,6,927,922
2519,466,855,837
2520,475,242,448
2521,164,781,322
2522,59,513,649
2523,60,963,239
2524,575,276,388
2525,486,746,5
2526,670,268,822
2527,974,518,418
2528,251,643,461
2529,14,735,41
2530,205,307,894
2531,330,481,622
2532,441,741,219
2533,247,461,728
2534,860,979,765
2535,568,346,942
2536,192,665,961
2537,727,561,911
2538,191,614,14
2539,225,723,25
2540,532,297,178
2541,518,892,932
2542,695,735,454
2543,598,711,749
2544,925,796,537
2545,596,839,262
2546,615,229,763
2547,283,866,1000
2548,255,791,917
2549,247,701,383
2550,902,927,67
2551,37,365,257
2552,482,888,38
2553,250,461,239
2554,109,619,77
2555,598,736,809
2556,758,337,754
2557,140,956,223
2558,136,229,322
2559,422,561,242
2560,935,263,565
2561,930,555,378
2562,930,881,146
2563,797,972,253
2564,443,706,376
2565,692,360,430
2566,282,626,475
2567,29,520,112
2568,786,679,671
2569,321,431,895
2570,156,942,656
2571,245,763,703
2572,563,801,423
2573,652,441,100
2574,445,696,7
2575,776,775,815
2576,1,610,494
2577,718,720,507
2578,234,713,438
2579,727,830,570
2580,69,619,687
2581,627,667,66
2582,396,760,901
2583,215,478,176
2584,726,255,225
2585,482,200,763
2586,111,645,809
2587,117,695,734
2588,341,923,307
2589,336,577,238
2590,961,808,328
2591,548,909,938
2592,575,383,362
2593,59,200,382
2594,336,447,127
2595,463,852,340
2596,659,789,56
2597,703,244,184
2598,214,953,680
2599,475,562,187
2600,883,729,448
2601,45,597,56
2602,121,834,238
2603,374,232,86
2604,777,501,238
2605,449,659,941
2606,1,845,646
2607,114,949,961
2608,54,595,605
2609,497,387,199
2610,339,928,652
2611,190,832,244
2612,258,423,419
2613,751,404,675
2614,450,564,47
2615,448,476,813
2616,165,486,884
2617,749,554,676
2618,620,685,389
2619,999,496,637
2620,981,660,807
2621,999,887,753
2622,459,300,602
2623,864,665,335
2624,987,841,809
2625,350,803,864
2626,871,578,20
2627,83,227,949
2628,480,602,107
2629,274,435,500
2630,261,571,855
2631,56,833,809
2632,516,614,684
2633,996,364,393
2634,40,284,838
2635,565,334,334
2636,637,952,142
2637,119,330,755
2638,506,910,235
2639,869,395,704
2640,607,860,752
2641,579,535,180
2642,531,255,249
2643,394,573,644
2644,237,655,788
2645,25,991,208
2646,146,640,170
2647,29,234,958
2648,513,771,24
2649,622,291,614
2650,903,635,420
2651,507,987,752
2652,702,323,202
2653,232,538,971
2654,756,921,555
2655,917,391,259
2656,310,954,30
2657,353,885,245
2658,117,892,590
2659,203,881,87
2660,598,252,90
2661,232,837,520
2662,566,733,88
2663,671,649,179
2664,424,627,47
2665,913,231,175
2666,60,500,403
2667,915,570,864
2668,240,820,185
2669,338,326,752
2670,477,509,360
2671,270,604,326
2672,800,735,657
2673,223,396,413
2674,222,298,920
2675,992,798,355
2676,441,470,559
2677,22,929,930
2678,18,821,315
2679,630,201,663
2680,257,702,33
2681,823,557,14
2682,551,524,282
2683,110,910,882
2684,676,575,559
2685,524,720,834
2686,626,636,187
2687,943,747,110
2688,339,773,290
2689,167,297,839
2690,398,434,164
2691,986,875,205
2692,24,882,721
2693,537,723,818
2694,609,783,218
2695,257,230,704
2696,678,372,579
2697,767,224,682
2698,399,378,656
2699,916,753,399
2700,729,844,698
2701,308,557,317
2702,191,311,853
2703,811,783,566
2704,712,908,448
2705,424,495,567
2706,83,313,321
2707,198,919,225
2708,320,728,612
2709,205,340,9
2710,723,574,104
2711,366,567,584
2712,725,267,798
2713,523,828,549
2714,223,214,807
2715,933,737,125
2716,45,894,246
2717,988,787,661
2718,36,888,824
2719,899,434,664
2720,351,646,210
2721,691,454,901
2722,629,635,878
2723,252,796,847
2724,70,832,3
2725,230,933,971
2726,250,859,525
2727,508,598,97
2728,489,678,220
2729,885,252,343
2730,970,844,813
2731,147,469,660
2732,604,619,624
2733,359,821,532
2734,745,233,857
2735,127,389,944
2736,50,647,695
2737,101,698,424
2738,830,654,589
2739,913,948,205
2740,848,804,697
2741,847,714,423
2742,168,744,380
2743,176,620,639
2744,178,765,610
2745,818,853,499
2746,178,333,120
2747,932,200,438
2748,741,429,969
2749,933,272,283
2750,793,391,477
2751,750,408,646
2752,112,700,544
2753,591,744,354
2754,329,393,212
2755,643,733,881
2756,916,507,913
2757,186,776,706
2758,53,344,724
2759,644,840,583
2760,115,830,901
2761,719,864,872
2762,320,223,71
2763,98,756,281
2764,200,878,477
2765,812,554,182
2766,956,491,868
2767,981,491,391
2768,298,668,303
2769,911,977,745
2770,865,519,533
2771,900,714,191
2772,275,430,593
2773,852,944,0
2774,574,470,323
2775,116,930,328
2776,198,964,121
2777,893,715,289
2778,645,249,119
2779,427,385,985
2780,507,270,623
2781,591,266,640
2782,770,914,909
2783,367,249,107
2784,180,360,822
2785,77,588,233
2786,246,633,149
2787,359,355,890
2788,676,453,885
2789,5,531,621
2790,620,767,487
2791,509,752,985
2792,329,928,250
2793,534,298,521
2794,445,747,963
2795,971,724,321
2796,859,233,713
2797,649,491,217
2798,935,767,943
2799,859,506,554
2800,892,342,666
2801,927,664,794
2802,773,536,905
2803,258,737,380
2804,575,313,317
2805,419,360,506
2806,923,908,707
2807,175,621,703
2808,857,474,970
2809,52,567,634
2810,963,786,643
2811,359,407,828
2812,651,209,465
2813,361,750,619
2814,121,700,536
2815,184,342,225
2816,389,777,322
2817,19,900,5
2818,143,825,598
2819,220,782,440
2820,375,639,398
2821,295,727,612
2822,374,704,829
2823,495,954,248
2824,601,317,52
2825,177,207,396
2826,842,748,643
2827,962,983,9
2828,53,707,720
2829,325,698,49
2830,874,586,849
2831,677,340,367
2832,479,307,665
2833,545,417,407
2834,890,498,246
2835,4,763,997
2836,32,648,219
2837,272,865,701
2838,723,219,90
2839,352,428,682
2840,35,316,129
2841,182,376,230
2842,850,385,770
2843,606,981,449
2844,419,685,706
2845,263,738,377
2846,329,214,523
2847,217,959,745
2848,525,676,324
2849,352,264,583
2850,920,994,113
2851,291,690,689
2852,356,783,415
2853,786,761,259
2854,858,726,231
2855,510,936,869
2856,353,359,253
2857,245,568,480
2858,257,710,199
2859,384,755,447
2860,713,623,406
2861,792,518,45
2862,264,763,499
2863,834,222,19
2864,379,945,185
2865,739,818,40
2866,337,733,894
2867,73,479,996
2868,698,460,464
2869,724,535,648
2870,372,688,364
2871,849,881,147
2872,185,823,73
2873,110,941,438
2874,363,624,551
2875,910,918,90
2876,498,218,997
2877,345,753,36
2878,919,976,243
2879,871,975,309
2880,603,900,208
2881,786,842,674
2882,619,222,906
2883,622,264,355
2884,29,496,780
2885,956,367,597
2886,922,936,85
2887,670,593,272
2888,808,648,704
2889,271,670,210
2890,162,235,355
2891,166,465,977
2892,337,930,543
2893,949,228,679
2894,249,206,409
2895,978,853,896
2896,51,796,29
2897,582,970,372
2898,262,654,977
2899,533,504,806
2900,191,464,346
2901,665,332,984
2902,443,432,807
2903,409,729,257
2904,593,449,709
2905,899,929,45
2906,74,755,958
2907,209,841,622
2908,870,714,50
2909,326,559,166
2910,929,909,500
2911,747,413,952
2912,979,876,871
2913,142,929,872
2914,204,493,171
2915,111,244,428
2916,933,739,628
2917,325,523,613
2918,342,932,60
2919,19,948,868
2920,465,357,620
2921,732,713,66
2922,179,622,156
2923,874,286,179
2924,745,854,196
2925,401,568,762
2926,883,973,157
2927,694,654,777
2928,830,208,880
2929,163,615,156
2930,145,714,535
2931,711,543,957
2932,135,229,230
2933,511,749,358
2934,129,270,30
2935,375,426,129
2936,308,955,187
2937,693,790,855
2938,498,381,946
2939,410,739,416
2940,292,589,626
2941,26,587,828
2942,197,200,656
2943,709,220,893
2944,752,938,648
2945,314,491,696
2946,25,273,118
2947,338,874,184
2948,978,409,636
2949,694,404,300
2950,187,824,534
2951,558,455,669
2952,935,228,815
2953,260,505,830
2954,663,664,243
2955,933,651,167
2956,233,981,881
2957,682,913,296
2958,161,471,333
2959,927,485,68
2960,13,638,873
2961,547,981,591
2962,26,658,665
2963,476,563,877
2964,958,505,245
2965,245,586,524
2966,975,399,295
2967,643,494,198
2968,684,861,430
2969,870,449,51
2970,404,694,470
2971,933,877,48
2972,125,253,588
2973,760,984,205
2974,792,739,758
2975,280,755,437
2976,884,695,11
2977,747,211,295
2978,55,798,187
2979,122,513,984
2980,699,768,581
2981,102,218,525
2982,603,827,385
2983,698,591,20
2984,117,353,240
2985,217,528,731
2986,929,965,201
2987,53,223,501
2988,61,920,506
2989,679,432,307
2990,205,840,872
2991,21,511,867
2992,99,233,36
2993,98,509,169
2994,574,220,583
2995,808,434,957
2996,609,208,204
2997,333,423,35
2998,835,599,903
2999,889,478,797
3000,64,346,780
3001,577,259,959
3002,809,417,977
3003,751,772,786
3004,333,271,758
3005,61,638,483
3006,990,558,736
3007,277,455,9
3008,770,321,342
3009,634,471,329
3010,702,387,505
3011,560,739,856
3012,358,602,6
3013,649,403,425
3014,7,314,796
3015,320,618,237
3016,600,237,28
3017,274,314,822
3018,71,844,3
3019,593,853,983
3020,910,642,224
3021,915,295,469
3022,384,316,861
3023,127,905,835
3024,13,346,57
3025,359,871,334
3026,461,781,164
3027,967,364,147
3028,489,610,943
3029,571,201,559
3030,285,937,203
3031,456,560,346
3032,112,288,773
3033,484,523,105
3034,409,752,987
3035,852,594,777
3036,962,312,585
3037,229,627,722
3038,236,822,233
3039,838,263,537
3040,581,941,775
3041,197,738,28
3042,822,207,781
3043,311,223,785
3044,360,879,993
3045,422,884,89
3046,145,583,446
3047,592,720,475
3048,603,959,10
3049,14,800,948
3050,786,715,534
3051,415,488,597
3052,132,834,586
3053,158,393,966
3054,598,678,253
3055,242,639,378
3056,952,740,215
3057,636,445,857
3058,313,816,824
3059,57,481,537
3060,746,207,987
3061,996,844,356
3062,783,827,504
3063,555,702,682
3064,30,791,205
3065,329,762,899
3066,917,725,414
3067,614,203,99
3068,795,952,805
3069,273,745,349
3070,919,544,895
3071,243,939,989
3072,737,764,728
3073,159,723,815
3074,239,764,295
3075,824,739,610
3076,586,525,499
3077,495,844,850
3078,187,412,556
3079,139,596,473
3080,584,525,288
3081,770,912,649
3082,111,641,389
3083,85,766,39
3084,275,783,388
3085,17,991,758
3086,727,443,13
3087,969,932,203
3088,428,761,168
3089,931,277,610
3090,4,858,445
3091,654,327,787
3092,47,347,945
3093,533,452,20
3094,913,201,82
3095,841,784,882
3096,195,505,554
3097,706,738,766
3098,210,454,738
3099,432,276,918
3100,783,923,896
3101,952,452,557
3102,121,896,837
3103,777,740,962
3104,246,910,925
3105,422,514,346
3106,806,246,266
3107,371,884,904
3108,274,229,821
3109,774,438,607
3110,757,752,836
3111,662,412,861
3112,698,673,331
3113,701,562,118
3114,29,758,52
3115,344,252,932
3116,364,760,560
3117,248,263,618
3118,217,724,932
3119,373,915,644
3120,235,460,78
3121,589,521,752
3122,459,479,505
3123,769,721,26
3124,306,530,242
3125,266,639,223
3126,998,529,130
3127,359,904,712
3128,396,717,780
3129,281,770,121
3130,998,757,124
3131,282,903,27
3132,497,808,379
3133,963,568,119
3134,885,954,482
3135,363,594,358
3136,502,868,983
3137,865,569,302
3138,436,579,463
3139,89,731,708
3140,836,500,41
3141,955,686,556
3142,503,947,774
3143,659,939,488
3144,795,297,613
3145,270,869,98
3146,620,754,274
3147,111,397,769
3148,878,356,859
3149,18,562,789
3150,619,338,780
3151,429,229,637
3152,791,602,563
3153,894,787,944
3154,600,809,24
3155,731,565,256
3156,395,577,628
3157,519,730,314
3158,464,835,288
3159,393,788,900
3160,683,200,373
3161,78,450,835
3162,745,748,449
3163,221,474,565
3164,433,260,912
3165,797,374,249
3166,508,423,532
3167,421,328,105
3168,231,471,590
3169,682,474,338
3170,660,262,412
3171,921,518,486
3172,692,913,100
3173,461,781,162
3174,120,904,889
3175,564,693,615
3176,704,382,766
3177,300,377,585
3178,393,513,266
3179,148,242,599
3180,513,234,936
3181,670,632,747
3182,856,915,669
3183,449,959,828
3184,933,217,362
3185,260,540,695
3186,843,872,586
3187,34,227,831
3188,166,930,998
3189,195,677,384
3190,128,882,648
3191,576,733,99
3192,251,525,274
3193,107,878,290
3194,68,857,38
3195,705,798,140
3196,591,865,579
3197,53,382,903
3198,453,761,728
3199,740,543,902
3200,834,440,913
3201,749,519,612
3202,889,506,588
3203,534,805,376
3204,111,778,596
3205,799,686,390
3206,878,454,407
3207,430,272,348
3208,327,404,29
3209,504,371,830
3210,803,854,939
3211,543,1000,961
3212,721,987,296
3213,831,217,461
3214,398,558,796
3215,287,714,26
3216,791,343,499
3217,373,482,814
